s,p,o
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12064484741082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasStatus,P APPROVED
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12064484741082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasType,A2
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12064484741082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12064484741082908,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1082908
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12064484741082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,12064484741082908
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12064484741082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2025-01-23T17:56:06.779Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12064484741082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasNumber,120644847
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12064484741082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1082908
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12064484741082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2025-01-23T17:56:06.779Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12064484741082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/JobsQueryByNumberServlet?requestid=7&passjobnumber=120644847&passdocnumber=04
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12064484741082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12064484741082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Job Filing
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12064484741082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:38.403Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12064484741082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/isInferredSubmittedOn,2011-09-01
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12064484741082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:18:12.266Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12064484741082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Regulatory & Compliance
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12064484741082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:32:28.285Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12064484741082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasApplicant,BEYNON
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12064484741082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredJobFilingNumber,120644847
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12064484741082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasStatusDate,2011-09-06
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12064484741082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/isSubmittedOn,2011-09-01
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12064484741082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasZoningApproval,NOT APPLICABLE
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12064484741082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/JobsQueryByNumberServlet?requestid=7&passjobnumber=120644847&passdocnumber=04
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12064484741082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDescription, POST APPROVAL AMENDMENT FOR 01  Work on Floors: 0L5 
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/JobFiling
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasStatus,X SIGNED OFF
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasType,A2
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1089806
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,12309542621089806
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2023-05-22T09:52:31.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasNumber,123095426
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1089806
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2023-05-22T09:52:31.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/JobsQueryByNumberServlet?requestid=1&passjobnumber=123095426&passdocnumber=02
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Job Filing
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:38.403Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/isInferredSubmittedOn,2017-05-17
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:18:12.266Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Regulatory & Compliance
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:32:37.819Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasApplicant,COLLINS
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredJobFilingNumber,123095426
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasStatusDate,2019-01-28
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/isSubmittedOn,2017-05-17
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasZoningApproval,NOT APPLICABLE
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/JobsQueryByNumberServlet?requestid=1&passjobnumber=123095426&passdocnumber=02
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12309542621089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDescription," MECHANICAL AND PLUMBING WORK AS SHOWN ON PLANS FILED HEREWITH. AKA 145 WE  Work on Floors: 001,002,003 "
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/JobFiling
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasStatus,P APPROVED
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasType,A2
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1082908
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,10034924011082908
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2025-01-23T17:56:06.779Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasNumber,100349240
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1082908
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2025-01-23T17:56:06.779Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/JobsQueryByNumberServlet?requestid=18&passjobnumber=100349240&passdocnumber=01
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Job Filing
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:38.403Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/isInferredSubmittedOn,1992-01-13
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:18:12.266Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Regulatory & Compliance
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:32:18.195Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasApplicant,KURTZ
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredJobFilingNumber,100349240
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasStatusDate,1992-02-20
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/isSubmittedOn,1992-01-13
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasZoningApproval,NOT APPLICABLE
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/JobsQueryByNumberServlet?requestid=18&passjobnumber=100349240&passdocnumber=01
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10034924011082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDescription, JOB WITHDRAWN 11/18/2015 INSTALL SPRINKLER SYSTEM LEVEL 6 NORTH EMPLOYEE B  Work on Floors: 6 
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/JobFiling
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasStatus,X SIGNED OFF
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasType,A2
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1036156
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,12073500811036156
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2023-01-16T12:09:28.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasNumber,120735008
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1036156
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2023-01-16T12:09:28.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/JobsQueryByNumberServlet?requestid=9&passjobnumber=120735008&passdocnumber=01
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Job Filing
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:38.403Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/isInferredSubmittedOn,2011-06-23
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:18:12.266Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Regulatory & Compliance
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:32:29.935Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasApplicant,LINDH
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredJobFilingNumber,120735008
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasStatusDate,2012-04-06
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/isSubmittedOn,2011-06-23
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasZoningApproval,NOT APPLICABLE
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/JobsQueryByNumberServlet?requestid=9&passjobnumber=120735008&passdocnumber=01
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12073500811036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDescription," MINOR DEMOLITION. INSTALATION OF NEW PARTITIONS, DOORS, FLOORING, FIXTURES  Work on Floors: 028,031 "
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/JobFiling
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasStatus,R PERMIT-ENTIRE
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasType,A2
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1016278
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,12373095311016278
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2023-01-16T11:56:08.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasNumber,123730953
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1016278
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2023-01-16T11:56:08.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/JobsQueryByNumberServlet?requestid=0&passjobnumber=123730953&passdocnumber=01
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Job Filing
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:38.403Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,https://gryps.io/KnowledgeGraph.owl#DataProperty/isInferredSubmittedOn,2019-06-10
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:18:12.266Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Regulatory & Compliance
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:32:43.014Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasApplicant,ZIMMERMA
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredJobFilingNumber,123730953
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasStatusDate,2020-03-25
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,https://gryps.io/KnowledgeGraph.owl#DataProperty/isSubmittedOn,2019-06-10
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasZoningApproval,NOT APPLICABLE
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/JobsQueryByNumberServlet?requestid=0&passjobnumber=123730953&passdocnumber=01
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12373095311016278,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDescription," FACADE REPAIRS INCLUDING TERRACOTTA REPLACEMENT. NO CHANGE IN USE, EGRESS  Work on Floors:                          001 thru 021 "
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/JobFiling
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasStatus,X SIGNED OFF
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasType,A2
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1082908
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,12079419511082908
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2025-01-23T17:56:06.779Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasNumber,120794195
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1082908
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2025-01-23T17:56:06.779Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/JobsQueryByNumberServlet?requestid=8&passjobnumber=120794195&passdocnumber=01
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Job Filing
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:38.403Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/isInferredSubmittedOn,2011-08-15
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:18:12.266Z
